sno.,anime_id,name,genre,type,episodes,rating,members
1601,11835,Qin Shiming Yue Zhi: Zhu Zi Bai Jia,"Action, Fantasy, Historical, Martial Arts",TV,34,7.49,369
1602,16123,Saki Zenkoku-hen,"Game, School, Slice of Life",TV,13,7.49,19010
1603,30187,Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,Mystery,TV,12,7.49,99665
1604,15751,Senyuu.,"Action, Comedy, Fantasy, Parody, Shounen",TV,13,7.49,56815
1605,6572,Shakugan no Shana S,"Action, Drama, Fantasy, Romance, School, Supernatural",OVA,4,7.49,53129
1606,2585,Soukou Kihei Votoms: Red Shoulder Document - Yabou no Roots,"Drama, Mecha, Military, Sci-Fi",OVA,1,7.49,2049
1607,560,Soukyuu no Fafner: Right of Left - Single Program,"Action, Drama, Mecha, Military, Sci-Fi",Special,1,7.49,9482
1608,23725,Strike Witches: Operation Victory Arrow,"Action, Ecchi, Magic, Military, Sci-Fi",OVA,3,7.49,11203
1609,21737,"Tamayura: More Aggressive - Tsuitachi dake no Shuugakuryokou, Nanode","Comedy, Drama, Slice of Life",Special,1,7.49,2770
1610,1146,Tenchi Muyou! Ryououki: Omatsuri Zenjitsu no Yoru!,"Comedy, Harem, Romance, Sci-Fi, Shounen",OVA,1,7.49,8812
1611,10629,Tibet Inu Monogatari,Adventure,Movie,1,7.49,2647
1612,2820,Time Travel Tondekeman!,"Action, Adventure, Comedy, Kids",TV,39,7.49,957
1613,113,Uchuu no Stellvia,"Action, Romance, Sci-Fi, Space",TV,26,7.49,15471
1614,970,Yokoyama Mitsuteru Sangokushi,"Adventure, Historical",TV,47,7.49,2849
1615,18177,Yowamushi Pedal: Special Ride,"Comedy, Drama, Shounen, Sports",OVA,1,7.49,10737
1616,2548,Ai no Wakakusa Monogatari,"Drama, Historical, Slice of Life",TV,48,7.48,3334
1617,101,Air,"Drama, Romance, Slice of Life, Supernatural",TV,13,7.48,188861
1618,103,Akazukin Chacha,"Adventure, Comedy, Fantasy, Magic, Romance, Shoujo",TV,74,7.48,7581
1619,15927,Carnival Phantasm: HibiChika Special,"Comedy, Supernatural",Special,1,7.48,14893
1620,3744,Crayon Shin-chan Movie 10: Arashi wo Yobu Appare! Sengoku Daikassen,"Drama, Historical, Kids, Romance, Samurai",Movie,1,7.48,1478
1621,6880,Deadman Wonderland,"Action, Horror, Sci-Fi",TV,12,7.48,453454
1622,484,Gensoumaden Saiyuuki Movie: Requiem - Erabarezaru Mono e no Chinkonka,"Adventure, Shounen, Supernatural",Movie,1,7.48,6442
1623,476,Ginban Kaleidoscope,"Drama, Romance, Sports",TV,12,7.48,29837
1624,14811,GJ-bu,"Comedy, School, Slice of Life",TV,12,7.48,83838
1625,242,Gokusen,"Comedy, Drama, Josei, School, Slice of Life",TV,13,7.48,22009
1626,9931,Happy Birthday: Inochi Kagayaku Toki,"Drama, Kids, Slice of Life",Movie,1,7.48,1356
1627,33241,Honobono Log,"Romance, Slice of Life",TV,10,7.48,9053
1628,31499,Huyao Xiao Hongniang,"Comedy, Romance",ONA,13,7.48,2696
1629,9938,Ikoku Meiro no Crois̩e The Animation,"Historical, Seinen, Slice of Life",TV,12,7.48,38652
1630,822,Initial D Extra Stage,"Action, Cars, Drama, Seinen, Sports",OVA,2,7.48,15363
1631,2408,Keroro Gunsou Movie 2: Shinkai no Princess de Arimasu!,"Action, Adventure, Comedy, Drama, Sci-Fi, Shounen",Movie,1,7.48,2941
1632,2927,Kimikiss Pure Rouge,"Drama, Romance, School",TV,24,7.48,58211
1633,17643,Little Busters!: Sekai no Saitou wa Ore ga Mamoru!,"Comedy, School, Slice of Life",OVA,1,7.48,17204
1634,1419,Lupin III: Kutabare! Nostradamus,"Action, Adventure, Comedy, Shounen",Movie,1,7.48,4383
1635,158,Maria-sama ga Miteru,"Drama, Romance, Shoujo, Shoujo Ai, Slice of Life",TV,13,7.48,33989
1636,1190,Prince of Tennis: A Day on Survival Mountain,"Adventure, Comedy, Shounen, Sports",OVA,1,7.48,11817
