sno.,anime_id,name,genre,type,episodes,rating,members
2001,1521,Black Jack the Movie,Drama,Movie,1,7.38,6404
2002,8369,Crayon Shin-chan Movie 18: Chou Jikuu! Arashi wo Yobu Ora no Hanayome,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1,7.38,1139
2003,2597,Detective Conan OVA 07: A Challenge from Agasa! Agasa vs. Conan and the Detective Boys,"Adventure, Comedy, Mystery, Police, Shounen",OVA,1,7.38,7627
2004,2660,Doraemon: Nobita&#039;s the Night Before a Wedding,Fantasy,Movie,1,7.38,983
2005,1858,Gakuen Utopia Manabi Straight!,"Comedy, School, Slice of Life",TV,12,7.38,19315
2006,411,Gun x Sword,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen",TV,26,7.38,45921
2007,14645,Hiiro no Kakera Dai Ni Shou,"Fantasy, Romance, Shoujo, Supernatural",TV,13,7.38,26617
2008,9013,Kuruneko Season 2,"Comedy, Slice of Life",TV,49,7.38,675
2009,1374,Kyoushoku Soukou Guyver (2005),"Adventure, Sci-Fi, Shounen",TV,26,7.38,12337
2010,1432,Lupin III: Fuuma Ichizoku no Inbou,"Action, Adventure, Comedy, Shounen",Movie,1,7.38,4018
2011,3345,Mikan Enikki,"Comedy, Romance, Shoujo, Slice of Life",TV,30,7.38,1096
2012,2152,Oh! Edo Rocket,"Comedy, Drama, Fantasy, Historical, Sci-Fi",TV,26,7.38,8221
2013,7769,Ookami-san to Shichinin no Nakama-tachi,"Comedy, Parody, Romance",TV,12,7.38,145982
2014,33190,Planetarian: Hoshi no Hito,Magic,Movie,1,7.38,9461
2015,10448,Rain Town,Drama,ONA,1,7.38,12489
2016,10825,Ranma Â½: Battle ga Ippai 29-nin no Korinai Yatsura,"Comedy, Martial Arts, Slice of Life",OVA,1,7.38,2242
2017,4618,RideBack,"Action, Drama, Mecha, School, Sci-Fi",TV,12,7.38,32835
2018,10884,Saki Achiga-hen: Episode of Side-A,"Game, School, Slice of Life",TV,12,7.38,22358
2019,4015,School Rumble San Gakki,"Comedy, Romance, School, Shounen",OVA,2,7.38,41898
2020,4581,Shikabane Hime: Aka,"Action, Horror, Martial Arts",TV,13,7.38,71502
2021,152,Solty Rei,"Action, Sci-Fi, Super Power",TV,24,7.38,17943
2022,75,Soukyuu no Fafner: Dead Aggressor,"Action, Drama, Mecha, Military, Sci-Fi",TV,25,7.38,27516
2023,341,Spiral: Suiri no Kizuna,"Drama, Mystery, Shounen",TV,25,7.38,36187
2024,30344,The iDOLM@STER Cinderella Girls 2nd Season,"Comedy, Drama, Music",TV,12,7.38,16736
2025,3009,Tiger Mask,"Action, Drama, Shounen, Sports",TV,105,7.38,4031
2026,3088,Tokyo Marble Chocolate,"Romance, Slice of Life",OVA,2,7.38,15425
2027,712,Zoids Genesis,"Action, Adventure, Comedy, Mecha, Military",TV,50,7.38,9559
2028,9117,Amagami SS OVA,"Romance, School",OVA,6,7.37,31010
2029,1278,Bishoujo Senshi Sailor Moon SuperS Gaiden: Ami-chan no Hatsukoi,"Comedy, Magic, Romance, Shoujo",Special,1,7.37,15135
2030,1674,Captain Tsubasa J,"Action, Shounen, Sports",TV,47,7.37,13927
2031,6149,Chibi Maruko-chan (1995),"Comedy, Kids, School, Slice of Life",TV,Unknown,7.37,1113
2032,2813,Chiisana Ahiru no Ooki na Ai no Monogatari: Ahiru no Kwak,"Adventure, Comedy, Drama, Fantasy, Kids",TV,52,7.37,3363
2033,3627,D.C.II S.S.: Da Capo II Second Season,"Comedy, Drama, Fantasy, Harem, Romance",TV,13,7.37,20581
2034,1369,Detective Conan OVA 01: Conan vs. Kid vs. Yaiba,"Adventure, Comedy, Mystery, Shounen",OVA,1,7.37,10294
2035,2515,Detective Conan OVA 05: The Target is Kogoro! The Detective Boys&#039; Secret Investigation,"Adventure, Comedy, Mystery, Police, Shounen",OVA,1,7.37,7666
2036,1313,Digimon Adventure 02,"Action, Adventure, Comedy, Drama, Fantasy, Kids",TV,50,7.37,120268
2037,2670,Doraemon Movie 12: Nobita no Dorabian Nights,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1,7.37,1833
2038,381,Fushigi Yuugi OVA 2,"Adventure, Drama, Fantasy, Historical, Martial Arts, Romance, Shoujo",OVA,6,7.37,13508
2039,654,Galaxy Angel 3 Specials,"Comedy, Sci-Fi",Special,2,7.37,2574
2040,655,Galaxy Angel 4,"Comedy, Sci-Fi",TV,13,7.37,5046
2041,22013,Ghost in the Shell: Nyuumon Arise,Comedy,TV,26,7.37,4636
2042,3485,Ghost in the Shell: Stand Alone Complex 2nd GIG - Tachikoma na Hibi,"Comedy, Mecha, Sci-Fi",Special,26,7.37,14240
2043,32740,Girls und Panzer der Film: Arisu War!,"Military, School",Special,1,7.36,6548
2044,11077,Hellsing: The Dawn,"Action, Horror, Seinen, Supernatural, Vampire",Special,3,7.37,40548
2045,31326,High School DxD BorN: Ishibumi Ichiei Kanzen Kanshuu! Mousou Bakuyou Kaijo Original Video,"Comedy, Ecchi",Special,6,7.37,18288
2046,13357,High School DxD Specials,"Comedy, Demons, Ecchi, Harem, Romance, School",Special,6,7.37,75439
2047,10189,Hunter x Hunter Pilot,"Action, Adventure, Shounen, Super Power",OVA,1,7.37,10375
2048,19619,Jewelpet Twinkleâ˜†: Hohoemi no Niji ni Dokkiâ˜†Doki!,"Fantasy, Magic, School, Shoujo",Special,1,7.37,555
2049,15735,Jormungand: Perfect Order - First Stage Soushuuhen,"Action, Adventure, Seinen",Special,1,7.37,6522
2050,8134,"Keroro Gunsou Movie 5: Tanjou! Kyuukyoku Keroro, Kiseki no Jikuu-jima, de arimasu!!",Comedy,Movie,1,7.37,1577
2051,21863,Mangaka-san to Assistant-san to The Animation,"Comedy, Ecchi, Harem, Seinen, Slice of Life",TV,12,7.37,108642
2052,24475,Mangaka-san to Assistant-san to The Animation Specials,"Comedy, Ecchi, Harem, Seinen, Slice of Life",Special,6,7.37,21564
2053,2734,Mazinkaiser: Shitou! Ankoku Dai Shogun,"Action, Mecha",OVA,1,7.37,2216
2054,1969,Mobile Suit Zeta Gundam: A New Translation III - Love Is the Pulse of the Stars,"Drama, Mecha, Military, Sci-Fi, Space",Movie,1,7.37,5705
2055,8857,Nichijou: Nichijou no 0-wa,"Comedy, School, Slice of Life",OVA,1,7.37,37342
2056,2020,One Piece: Nenmatsu Tokubetsu Kikaku! Mugiwara no Luffy Oyabun Torimonochou,"Adventure, Comedy, Fantasy, Shounen",Special,1,7.37,18307
2057,9888,Shinryaku! Ika Musume Specials,Comedy,Special,2,7.37,14497
2058,4028,Slayers Revolution,"Adventure, Comedy, Fantasy",TV,13,7.37,23679
2059,1965,Sola,"Drama, Romance, Slice of Life, Supernatural",TV,13,7.37,71172
2060,8934,Star Driver: Kagayaki no Takuto,"Action, Mecha, Romance, Shounen",TV,25,7.37,66084
2061,19021,Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie,"Comedy, Drama, Romance, School, Slice of Life",Movie,1,7.37,34272
2062,10321,Uta noâ˜†Prince-samaâ™ª Maji Love 1000%,"Comedy, Harem, Music, Romance, School, Shoujo",TV,13,7.37,105723
2063,31178,Uta noâ˜†Prince-samaâ™ª Maji Love Legend Star,"Comedy, Harem, Music, Romance, Shoujo",TV,13,7.37,12757
2064,20359,Yamada-kun to 7-nin no Majo,"Comedy, School, Shounen, Supernatural",ONA,1,7.37,23937
2065,975,Yokohama Kaidashi Kikou,"Sci-Fi, Seinen, Slice of Life",OVA,2,7.37,12389
2066,9332,.hack//Quantum,"Action, Adventure, Fantasy, Game, Sci-Fi",OVA,3,7.36,26163
2067,1347,Bubblegum Crisis,"Adventure, Mecha, Sci-Fi, Shounen",OVA,8,7.36,17268
2068,12293,Campione!: Matsurowanu Kamigami to Kamigoroshi no Maou,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance",TV,13,7.36,151928
2069,3087,Cencoroll,"Action, Sci-Fi",Movie,1,7.36,56370
2070,2383,Cybersix,"Action, Adventure, Romance, Sci-Fi",TV,13,7.36,3607
2071,1678,Cyborg 009: The Cyborg Soldier,"Action, Adventure, Mecha, Sci-Fi, Shounen",TV,52,7.36,14867
2072,17917,Danball Senki Wars,"Action, Kids, Mecha",TV,37,7.36,1880
2073,902,Dragon Ball Z Movie 09: Ginga Girigiri!! Bucchigiri no Sugoi Yatsu,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1,7.36,51083
2074,23539,Gudetama,"Comedy, Kids",TV,Unknown,7.36,2348
2075,16700,Higurashi no Naku Koro ni Kaku: Outbreak,"Horror, Mystery, Psychological, Thriller",OVA,1,7.36,33381
2076,14765,Ixion Saga DT,"Action, Comedy, Fantasy",TV,25,7.36,52569
2077,16035,Karneval (TV),"Action, Fantasy, Mystery, Sci-Fi, Shoujo",TV,13,7.36,108174
2078,31780,Kimi no Kokoro wa Kagayaiteru kai?,Music,Music,1,7.35,2762
2079,15379,Kotoura-san,"Comedy, Drama, Romance, School",TV,12,7.36,123691
2080,32871,Kuroko no Basket Movie 3: Winter Cup Soushuuhen - Tobira no Mukou,"Comedy, Shounen, Sports",Movie,1,7.38,5492
2081,3577,Kyouran Kazoku Nikki,"Comedy, Sci-Fi",TV,26,7.36,20883
2082,1013,Le Chevalier D&#039;Eon,"Historical, Magic, Mystery, Seinen, Supernatural",TV,24,7.36,33035
2083,190,Love Hina Again,"Comedy, Drama, Ecchi, Romance, Shounen",OVA,3,7.36,61154
2084,963,"Love Hina: Motoko no Sentaku, Koi ka Ken... &quot;Naku na&quot;","Drama, Romance, Slice of Life",Special,1,7.36,28222
2085,1609,Mai-Otome Zwei,"Action, Magic",OVA,4,7.36,14615
